task_id,project_id,sequence_id,shot_id,department,estimated_hours,priority,start_date,end_date,status
T4596,P002,SQ042,SH1171,Lighting,9,Low,2023-12-11,2024-02-23,Completed
T4597,P002,SQ042,SH1171,Compositing,16,Medium,2024-01-07,2024-02-13,Completed
T4598,P002,SQ042,SH1172,Animation,10,Low,2023-11-20,2024-02-12,Completed
T4599,P002,SQ042,SH1172,Lighting,10,Low,2023-11-08,2024-01-07,Completed
T4600,P002,SQ042,SH1172,Compositing,13,Low,2023-09-26,2024-03-14,Completed
T4601,P002,SQ042,SH1173,Lighting,11,Medium,2023-11-02,2023-12-10,Completed
T4602,P002,SQ042,SH1173,Compositing,8,Low,2023-11-06,2023-11-11,Completed
T4603,P002,SQ042,SH1174,Animation,6,Medium,2023-12-22,2024-01-07,Completed
T4604,P002,SQ042,SH1174,Lighting,10,Low,2024-02-13,2024-04-27,Completed
T4605,P002,SQ042,SH1174,Compositing,13,Low,2023-12-24,2024-04-03,Completed
T4606,P002,SQ043,SH1175,Animation,16,Low,2024-02-19,2024-03-01,Completed
T4607,P002,SQ043,SH1175,Lighting,19,Low,2024-02-12,2024-02-14,Completed
T4608,P002,SQ043,SH1175,Compositing,8,Low,2024-02-24,2024-03-14,Completed
T4609,P002,SQ043,SH1176,Lighting,8,Low,2024-02-08,2024-02-13,Completed
T4610,P002,SQ043,SH1176,Compositing,10,Low,2024-02-08,2024-02-13,Completed
T4611,P002,SQ043,SH1177,Animation,45,Medium,2023-12-17,2024-03-16,Completed
T4612,P002,SQ043,SH1177,FX,54,Medium,2023-12-23,2024-02-15,Completed
T4613,P002,SQ043,SH1177,Lighting,46,Medium,2024-01-08,2024-03-13,Completed
T4614,P002,SQ043,SH1177,Compositing,44,Medium,2023-12-26,2024-02-08,Completed
T4615,P002,SQ043,SH1178,Animation,21,Low,2023-12-21,2024-03-12,Completed
T4616,P002,SQ043,SH1178,FX,23,Low,2023-10-22,2024-02-04,Completed
T4617,P002,SQ043,SH1178,Lighting,22,Low,2023-12-27,2024-01-04,Completed
T4618,P002,SQ043,SH1178,Compositing,46,Low,2023-11-19,2024-02-06,Completed
T4619,P002,SQ043,SH1179,Lighting,8,Low,2023-12-08,2023-12-18,Completed
T4620,P002,SQ043,SH1179,Compositing,5,Low,2024-02-07,2024-05-05,Completed
T4621,P002,SQ043,SH1180,Animation,29,Low,2023-11-21,2024-05-08,Completed
T4622,P002,SQ043,SH1180,FX,20,High,2023-12-19,2024-04-17,Completed
T4623,P002,SQ043,SH1180,Lighting,34,Low,2024-01-24,2024-03-31,Completed
T4624,P002,SQ043,SH1180,Compositing,54,Medium,2024-01-02,2024-01-26,Completed
T4625,P002,SQ043,SH1181,Modeling,182,High,2024-03-10,2024-03-20,Completed
T4626,P002,SQ043,SH1181,Rigging,147,High,2024-02-26,2024-02-29,Completed
T4627,P002,SQ043,SH1181,Animation,145,High,2024-02-26,2024-04-20,Completed
T4628,P002,SQ043,SH1181,CFX,158,High,2024-03-23,2024-04-03,Completed
T4629,P002,SQ043,SH1181,FX,144,High,2024-03-17,2024-04-11,Completed
T4630,P002,SQ043,SH1181,Lighting,168,High,2024-03-28,2024-04-07,Completed
T4631,P002,SQ043,SH1181,Compositing,88,High,2024-02-27,2024-03-27,Completed
T4632,P002,SQ043,SH1182,Animation,8,Medium,2024-01-06,2024-04-12,Completed
T4633,P002,SQ043,SH1182,Lighting,18,Low,2023-12-14,2024-01-06,Completed
T4634,P002,SQ043,SH1182,Compositing,10,Low,2024-01-27,2024-04-10,Completed
T4635,P002,SQ043,SH1183,Animation,55,Low,2024-03-11,2024-03-26,Completed
T4636,P002,SQ043,SH1183,FX,34,Medium,2024-03-09,2024-03-14,Completed
T4637,P002,SQ043,SH1183,Lighting,34,Medium,2024-04-10,2024-04-30,Completed
T4638,P002,SQ043,SH1183,Compositing,30,Medium,2024-04-02,2024-05-01,Completed
T4639,P002,SQ043,SH1184,Lighting,7,Low,2024-02-11,2024-05-13,Completed
T4640,P002,SQ043,SH1184,Compositing,9,Medium,2024-03-27,2024-06-15,Completed
T4641,P002,SQ043,SH1185,Animation,6,Low,2024-02-13,2024-02-22,Completed
T4642,P002,SQ043,SH1185,Lighting,7,Low,2024-02-03,2024-02-09,Completed
T4643,P002,SQ043,SH1185,Compositing,14,Low,2024-01-31,2024-02-12,Completed
T4644,P002,SQ043,SH1186,Modeling,103,High,2023-12-19,2024-02-02,Completed
T4645,P002,SQ043,SH1186,Rigging,132,High,2023-12-08,2024-01-04,Completed
T4646,P002,SQ043,SH1186,Animation,112,High,2023-11-15,2023-12-14,Completed
T4647,P002,SQ043,SH1186,CFX,158,High,2023-12-02,2024-01-04,Completed
T4648,P002,SQ043,SH1186,FX,154,High,2023-11-17,2024-01-24,Completed
T4649,P002,SQ043,SH1186,Lighting,90,Medium,2023-12-29,2024-01-12,Completed
T4650,P002,SQ043,SH1186,Compositing,85,Medium,2024-01-03,2024-01-07,Completed
T4651,P002,SQ043,SH1187,Animation,7,Medium,2023-11-14,2023-12-16,Completed
T4652,P002,SQ043,SH1187,Lighting,5,Low,2023-11-21,2023-12-13,Completed
T4653,P002,SQ043,SH1187,Compositing,7,Low,2023-11-24,2023-12-23,Completed
T4654,P002,SQ043,SH1188,Animation,22,Low,2023-12-15,2024-01-05,Completed
T4655,P002,SQ043,SH1188,FX,59,High,2023-12-21,2024-01-09,Completed
T4656,P002,SQ043,SH1188,Lighting,38,Low,2023-12-18,2023-12-30,Completed
T4657,P002,SQ043,SH1188,Compositing,38,Medium,2023-12-18,2023-12-24,Completed
T4658,P002,SQ044,SH1189,Lighting,5,Low,2024-03-12,2024-03-24,Completed
T4659,P002,SQ044,SH1189,Compositing,19,Low,2024-03-18,2024-03-30,Completed
T4660,P002,SQ044,SH1190,Animation,43,Medium,2024-02-19,2024-02-29,Completed
T4661,P002,SQ044,SH1190,CFX,31,Medium,2024-02-23,2024-03-01,Completed
T4662,P002,SQ044,SH1190,Lighting,53,Low,2024-02-16,2024-03-13,Completed
T4663,P002,SQ044,SH1190,Compositing,47,Medium,2024-02-04,2024-02-28,Completed
T4664,P002,SQ044,SH1191,Animation,14,Low,2024-03-04,2024-03-07,Completed
T4665,P002,SQ044,SH1191,Lighting,5,Medium,2024-02-17,2024-04-08,Completed
T4666,P002,SQ044,SH1191,Compositing,7,Low,2024-02-16,2024-04-08,Completed
T4667,P002,SQ044,SH1192,Animation,55,Medium,2024-03-16,2024-03-19,Completed
T4668,P002,SQ044,SH1192,FX,52,Medium,2024-03-10,2024-03-13,Completed
T4669,P002,SQ044,SH1192,Lighting,49,Medium,2024-03-06,2024-03-24,Completed
T4670,P002,SQ044,SH1192,Compositing,31,Medium,2024-03-08,2024-03-11,Completed
T4671,P002,SQ044,SH1193,Modeling,76,High,2024-03-13,2024-03-22,Completed
T4672,P002,SQ044,SH1193,Rigging,101,High,2024-03-12,2024-03-29,Completed
T4673,P002,SQ044,SH1193,Animation,61,Medium,2024-03-07,2024-03-17,Completed
T4674,P002,SQ044,SH1193,CFX,135,Medium,2024-03-17,2024-03-27,Completed
T4675,P002,SQ044,SH1193,FX,153,Medium,2024-03-10,2024-03-14,Completed
T4676,P002,SQ044,SH1193,Lighting,188,Medium,2024-03-12,2024-03-26,Completed
T4677,P002,SQ044,SH1193,Compositing,77,High,2024-03-07,2024-03-14,Completed
T4678,P002,SQ044,SH1194,Animation,26,High,2024-02-11,2024-03-20,Completed
T4679,P002,SQ044,SH1194,Lighting,55,Medium,2024-02-03,2024-02-21,Completed
T4680,P002,SQ044,SH1194,Compositing,48,Low,2024-02-11,2024-02-15,Completed
T4681,P002,SQ044,SH1195,Animation,37,Medium,2024-02-19,2024-03-09,Completed
T4682,P002,SQ044,SH1195,Lighting,39,Medium,2024-02-20,2024-03-04,Completed
T4683,P002,SQ044,SH1195,Compositing,20,Low,2024-02-18,2024-02-20,Completed
T4684,P002,SQ044,SH1196,Animation,9,Medium,2024-03-10,2024-03-19,Completed
T4685,P002,SQ044,SH1196,Lighting,14,Medium,2024-02-28,2024-03-09,Completed
T4686,P002,SQ044,SH1196,Compositing,19,Low,2024-03-02,2024-03-30,Completed
T4687,P002,SQ044,SH1197,Modeling,150,High,2024-03-06,2024-03-31,Completed
T4688,P002,SQ044,SH1197,Rigging,148,High,2024-03-04,2024-03-13,Completed
T4689,P002,SQ044,SH1197,Animation,82,High,2024-03-11,2024-03-17,Completed
T4690,P002,SQ044,SH1197,CFX,78,High,2024-02-26,2024-02-27,Completed
T4691,P002,SQ044,SH1197,FX,142,Medium,2024-02-26,2024-03-31,Completed
T4692,P002,SQ044,SH1197,Lighting,132,Medium,2024-02-28,2024-03-11,Completed
T4693,P002,SQ044,SH1197,Compositing,171,Medium,2024-03-05,2024-03-27,Completed
T4694,P002,SQ044,SH1198,Modeling,96,High,2024-03-04,2024-03-11,Completed
T4695,P002,SQ044,SH1198,Rigging,109,Medium,2024-03-01,2024-03-17,Completed
T4696,P002,SQ044,SH1198,Animation,85,High,2024-03-10,2024-03-12,Completed
T4697,P002,SQ044,SH1198,CFX,154,High,2024-02-16,2024-03-22,Completed
T4698,P002,SQ044,SH1198,FX,171,Medium,2024-03-09,2024-04-19,Completed
T4699,P002,SQ044,SH1198,Lighting,65,High,2024-03-03,2024-03-05,Completed
T4700,P002,SQ044,SH1198,Compositing,78,High,2024-03-08,2024-03-18,Completed
T4701,P002,SQ044,SH1199,Lighting,11,Medium,2024-02-14,2024-04-13,Completed
T4702,P002,SQ044,SH1199,Compositing,6,Medium,2024-02-17,2024-03-02,Completed
T4703,P002,SQ044,SH1200,Animation,38,Medium,2024-03-14,2024-03-24,Completed
T4704,P002,SQ044,SH1200,Lighting,39,Medium,2024-03-14,2024-04-07,Completed
T4705,P002,SQ044,SH1200,Compositing,21,High,2024-03-13,2024-03-31,Completed
T4706,P002,SQ044,SH1201,Animation,12,Low,2024-02-03,2024-02-24,Completed
T4707,P002,SQ044,SH1201,Lighting,18,Low,2024-02-05,2024-02-08,Completed
T4708,P002,SQ044,SH1201,Compositing,14,Low,2024-02-04,2024-02-13,Completed
T4709,P002,SQ044,SH1202,Animation,22,High,2024-02-04,2024-02-06,Completed
T4710,P002,SQ044,SH1202,FX,33,Medium,2024-02-02,2024-02-16,Completed
T4711,P002,SQ044,SH1202,Lighting,22,Medium,2024-02-04,2024-02-05,Completed
T4712,P002,SQ044,SH1202,Compositing,57,Low,2024-02-03,2024-02-16,Completed
T4713,P002,SQ044,SH1203,Animation,10,Low,2024-02-04,2024-02-28,Completed
T4714,P002,SQ044,SH1203,Lighting,18,Low,2024-02-12,2024-02-16,Completed
T4715,P002,SQ044,SH1203,Compositing,11,Low,2024-02-11,2024-02-16,Completed
T4716,P002,SQ044,SH1204,Lighting,5,Low,2024-02-29,2024-03-06,Completed
T4717,P002,SQ044,SH1204,Compositing,9,Low,2024-02-21,2024-03-04,Completed
T4718,P002,SQ044,SH1205,Modeling,169,High,2024-02-27,2024-03-16,Completed
T4719,P002,SQ044,SH1205,Rigging,95,High,2024-02-20,2024-03-04,Completed
T4720,P002,SQ044,SH1205,Animation,182,High,2024-02-22,2024-03-12,Completed
T4721,P002,SQ044,SH1205,CFX,72,High,2024-02-21,2024-03-05,Completed
T4722,P002,SQ044,SH1205,FX,72,High,2024-02-25,2024-03-10,Completed
T4723,P002,SQ044,SH1205,Lighting,81,Medium,2024-02-16,2024-03-02,Completed
T4724,P002,SQ044,SH1205,Compositing,96,High,2024-02-18,2024-03-05,Completed
T4725,P002,SQ044,SH1206,Animation,15,Medium,2024-03-09,2024-03-14,Completed
T4726,P002,SQ044,SH1206,Lighting,17,Low,2024-03-15,2024-03-22,Completed
T4727,P002,SQ044,SH1206,Compositing,6,Medium,2024-03-12,2024-03-15,Completed
T4728,P002,SQ044,SH1207,Animation,5,Low,2024-03-04,2024-03-21,Completed
T4729,P002,SQ044,SH1207,Lighting,5,Low,2024-03-01,2024-03-04,Completed
T4730,P002,SQ044,SH1207,Compositing,7,Low,2024-02-27,2024-03-02,Completed
T4731,P002,SQ044,SH1208,Modeling,177,High,2024-03-02,2024-03-05,Completed
T4732,P002,SQ044,SH1208,Rigging,104,High,2024-03-03,2024-03-09,Completed
T4733,P002,SQ044,SH1208,Animation,99,High,2024-02-28,2024-03-04,Completed
T4734,P002,SQ044,SH1208,CFX,103,Medium,2024-03-02,2024-03-06,Completed
T4735,P002,SQ044,SH1208,FX,91,High,2024-02-29,2024-03-02,Completed
T4736,P002,SQ044,SH1208,Lighting,151,Medium,2024-03-03,2024-03-05,Completed
T4737,P002,SQ044,SH1208,Compositing,77,High,2024-02-29,2024-03-09,Completed
T4738,P002,SQ044,SH1209,Lighting,5,Low,2024-02-14,2024-02-18,Completed
T4739,P002,SQ044,SH1209,Compositing,7,Medium,2024-02-20,2024-02-29,Completed
T4740,P002,SQ044,SH1210,Modeling,169,High,2024-03-07,2024-03-16,Completed
T4741,P002,SQ044,SH1210,Rigging,143,Medium,2024-03-11,2024-03-16,Completed
T4742,P002,SQ044,SH1210,Animation,149,High,2024-03-14,2024-03-20,Completed
T4743,P002,SQ044,SH1210,CFX,86,Medium,2024-03-04,2024-03-09,Completed
T4744,P002,SQ044,SH1210,FX,174,High,2024-03-10,2024-03-11,Completed
T4745,P002,SQ044,SH1210,Lighting,101,High,2024-03-16,2024-03-27,Completed
T4746,P002,SQ044,SH1210,Compositing,144,High,2024-03-07,2024-03-11,Completed
T4747,P002,SQ044,SH1211,Animation,55,High,2024-03-14,2024-03-19,Completed
T4748,P002,SQ044,SH1211,CFX,23,Low,2024-03-12,2024-04-04,Completed
T4749,P002,SQ044,SH1211,Lighting,35,Medium,2024-03-17,2024-04-09,Completed
T4750,P002,SQ044,SH1211,Compositing,23,High,2024-03-26,2024-04-05,Completed
T4751,P002,SQ044,SH1212,Lighting,7,Low,2024-02-22,2024-03-10,Completed
T4752,P002,SQ044,SH1212,Compositing,17,Medium,2024-02-23,2024-03-11,Completed
T4753,P002,SQ044,SH1213,Animation,36,Medium,2024-02-23,2024-03-13,Completed
T4754,P002,SQ044,SH1213,FX,41,Low,2024-02-15,2024-03-09,Completed
T4755,P002,SQ044,SH1213,Lighting,40,High,2024-02-16,2024-03-02,Completed
T4756,P002,SQ044,SH1213,Compositing,57,High,2024-02-25,2024-03-02,Completed
T4757,P002,SQ044,SH1214,Modeling,175,High,2024-02-21,2024-02-23,Completed
T4758,P002,SQ044,SH1214,Rigging,93,Medium,2024-02-21,2024-02-24,Completed
T4759,P002,SQ044,SH1214,Animation,71,Medium,2024-02-17,2024-02-27,Completed
T4760,P002,SQ044,SH1214,CFX,182,Medium,2024-02-21,2024-02-26,Completed
T4761,P002,SQ044,SH1214,FX,77,High,2024-02-18,2024-02-23,Completed
T4762,P002,SQ044,SH1214,Lighting,183,High,2024-02-19,2024-02-20,Completed
T4763,P002,SQ044,SH1214,Compositing,170,High,2024-02-17,2024-02-21,Completed
T4764,P002,SQ044,SH1215,Lighting,10,Low,2024-03-10,2024-03-22,Completed
T4765,P002,SQ044,SH1215,Compositing,14,Low,2024-03-16,2024-04-05,Completed
T4766,P002,SQ044,SH1216,Animation,58,Low,2024-02-20,2024-02-23,Completed
T4767,P002,SQ044,SH1216,Lighting,57,Medium,2024-02-21,2024-04-12,Completed
T4768,P002,SQ044,SH1216,Compositing,30,High,2024-02-23,2024-02-25,Completed
T4769,P002,SQ044,SH1217,Modeling,71,High,2024-03-12,2024-03-22,Completed
T4770,P002,SQ044,SH1217,Rigging,103,High,2024-03-15,2024-03-27,Completed
T4771,P002,SQ044,SH1217,Animation,77,High,2024-03-16,2024-04-16,Completed
T4772,P002,SQ044,SH1217,CFX,66,High,2024-03-15,2024-03-28,Completed
T4773,P002,SQ044,SH1217,FX,82,High,2024-03-08,2024-03-26,Completed
T4774,P002,SQ044,SH1217,Lighting,112,High,2024-03-04,2024-03-13,Completed
T4775,P002,SQ044,SH1217,Compositing,74,High,2024-03-08,2024-04-03,Completed
T4776,P002,SQ044,SH1218,Lighting,17,Low,2024-02-03,2024-02-22,Completed
T4777,P002,SQ044,SH1218,Compositing,11,Low,2024-02-02,2024-02-16,Completed
T4778,P002,SQ044,SH1219,Animation,12,Low,2024-02-24,2024-03-03,Completed
T4779,P002,SQ044,SH1219,Lighting,6,Low,2024-02-23,2024-02-24,Completed
T4780,P002,SQ044,SH1219,Compositing,11,Low,2024-02-27,2024-03-15,Completed
T4781,P002,SQ044,SH1220,Animation,58,Medium,2024-02-29,2024-03-15,Completed
T4782,P002,SQ044,SH1220,FX,33,Low,2024-03-02,2024-03-11,Completed
T4783,P002,SQ044,SH1220,Lighting,37,High,2024-03-08,2024-03-09,Completed
T4784,P002,SQ044,SH1220,Compositing,45,Low,2024-03-04,2024-03-18,Completed
T4785,P002,SQ044,SH1221,Animation,16,Low,2024-03-15,2024-04-01,Completed
T4786,P002,SQ044,SH1221,Lighting,5,Low,2024-03-02,2024-03-17,Completed
T4787,P002,SQ044,SH1221,Compositing,9,Low,2024-03-16,2024-03-23,Completed
T4788,P002,SQ044,SH1222,Animation,51,Medium,2024-02-17,2024-02-24,Completed
T4789,P002,SQ044,SH1222,Lighting,40,Medium,2024-02-15,2024-03-01,Completed
T4790,P002,SQ044,SH1222,Compositing,28,Medium,2024-02-13,2024-02-18,Completed
T4791,P002,SQ044,SH1223,Animation,19,Low,2024-02-25,2024-03-08,Completed
T4792,P002,SQ044,SH1223,Lighting,14,Medium,2024-02-22,2024-03-12,Completed
T4793,P002,SQ044,SH1223,Compositing,9,Low,2024-02-26,2024-03-05,Completed
T4794,P002,SQ045,SH1224,Animation,39,Low,2023-10-25,2023-11-10,Completed
T4795,P002,SQ045,SH1224,CFX,26,Medium,2023-09-18,2023-12-17,Completed
T4796,P002,SQ045,SH1224,Lighting,43,Medium,2023-10-10,2023-10-19,Completed
T4797,P002,SQ045,SH1224,Compositing,57,Medium,2023-09-11,2023-10-04,Completed
T4798,P002,SQ045,SH1225,Animation,25,High,2023-09-05,2023-10-26,Completed
T4799,P002,SQ045,SH1225,CFX,21,Medium,2023-10-03,2023-11-03,Completed
T4800,P002,SQ045,SH1225,Lighting,44,Medium,2023-09-16,2023-09-27,Completed
T4801,P002,SQ045,SH1225,Compositing,21,Medium,2023-10-15,2023-12-23,Completed
T4802,P002,SQ045,SH1226,Animation,54,Medium,2023-09-16,2023-11-01,Completed
T4803,P002,SQ045,SH1226,FX,47,Medium,2023-10-15,2023-10-26,Completed
T4804,P002,SQ045,SH1226,Lighting,50,Medium,2023-10-11,2023-10-13,Completed
T4805,P002,SQ045,SH1226,Compositing,51,High,2023-08-24,2023-11-04,Completed
T4806,P002,SQ045,SH1227,Modeling,127,Medium,2023-09-19,2023-10-27,Completed
T4807,P002,SQ045,SH1227,Rigging,110,Medium,2023-10-07,2023-10-19,Completed
T4808,P002,SQ045,SH1227,Animation,81,Medium,2023-10-09,2023-10-27,Completed
T4809,P002,SQ045,SH1227,CFX,70,High,2023-10-09,2023-10-18,Completed
T4810,P002,SQ045,SH1227,FX,159,High,2023-10-01,2023-11-01,Completed
T4811,P002,SQ045,SH1227,Lighting,148,Medium,2023-09-23,2023-10-02,Completed
T4812,P002,SQ045,SH1227,Compositing,124,High,2023-09-26,2023-10-25,Completed
T4813,P002,SQ045,SH1228,Animation,34,Medium,2023-11-24,2024-01-05,Completed
T4814,P002,SQ045,SH1228,Lighting,55,Medium,2023-12-04,2023-12-22,Completed
T4815,P002,SQ045,SH1228,Compositing,20,High,2023-11-20,2023-12-26,Completed
T4816,P002,SQ045,SH1229,Animation,53,Low,2023-10-27,2023-10-29,Completed
T4817,P002,SQ045,SH1229,CFX,43,High,2023-10-21,2023-11-01,Completed
T4818,P002,SQ045,SH1229,Lighting,51,Medium,2023-10-15,2023-10-27,Completed
T4819,P002,SQ045,SH1229,Compositing,25,Low,2023-10-14,2023-11-21,Completed
T4820,P002,SQ045,SH1230,Animation,19,Low,2023-12-10,2024-01-11,Completed
T4821,P002,SQ045,SH1230,Lighting,9,Low,2023-12-09,2024-01-13,Completed
T4822,P002,SQ045,SH1230,Compositing,15,Low,2023-12-04,2023-12-21,Completed
T4823,P002,SQ045,SH1231,Animation,35,High,2023-08-25,2023-09-01,Completed
T4824,P002,SQ045,SH1231,FX,32,Medium,2023-08-30,2023-09-09,Completed
T4825,P002,SQ045,SH1231,Lighting,54,Medium,2023-08-30,2023-09-10,Completed
T4826,P002,SQ045,SH1231,Compositing,38,High,2023-08-30,2023-09-06,Completed
T4827,P002,SQ045,SH1232,Animation,29,Medium,2023-09-06,2023-10-28,Completed
T4828,P002,SQ045,SH1232,Lighting,23,High,2023-08-22,2023-10-19,Completed
T4829,P002,SQ045,SH1232,Compositing,25,Medium,2023-08-27,2023-10-22,Completed
T4830,P002,SQ045,SH1233,Animation,35,Medium,2023-10-23,2023-11-25,Completed
T4831,P002,SQ045,SH1233,Lighting,30,High,2023-11-05,2023-12-04,Completed
T4832,P002,SQ045,SH1233,Compositing,39,High,2023-10-31,2023-12-01,Completed
T4833,P002,SQ045,SH1234,Animation,11,Low,2023-11-16,2023-12-03,Completed
T4834,P002,SQ045,SH1234,Lighting,12,Medium,2023-11-10,2023-12-13,Completed
T4835,P002,SQ045,SH1234,Compositing,18,Low,2023-11-24,2023-12-12,Completed
T4836,P002,SQ045,SH1235,Animation,51,Medium,2023-09-26,2023-09-27,Completed
T4837,P002,SQ045,SH1235,CFX,31,High,2023-09-26,2023-10-01,Completed
T4838,P002,SQ045,SH1235,Lighting,53,Low,2023-09-24,2023-09-29,Completed
T4839,P002,SQ045,SH1235,Compositing,49,Medium,2023-09-24,2023-09-28,Completed
T4840,P002,SQ045,SH1236,Animation,9,Low,2023-11-07,2023-11-20,Completed
T4841,P002,SQ045,SH1236,Lighting,17,Low,2023-10-26,2023-12-27,Completed
T4842,P002,SQ045,SH1236,Compositing,18,Low,2023-10-07,2023-10-09,Completed
T4843,P002,SQ045,SH1237,Lighting,15,Medium,2023-10-09,2023-11-04,Completed
T4844,P002,SQ045,SH1237,Compositing,6,Medium,2023-10-05,2023-10-15,Completed
T4845,P002,SQ045,SH1238,Animation,48,Medium,2023-09-13,2023-09-19,Completed
T4846,P002,SQ045,SH1238,CFX,40,High,2023-10-11,2023-11-12,Completed
T4847,P002,SQ045,SH1238,Lighting,38,Medium,2023-09-29,2023-11-14,Completed
T4848,P002,SQ045,SH1238,Compositing,58,Medium,2023-10-08,2023-10-29,Completed
T4849,P002,SQ045,SH1239,Modeling,133,Medium,2023-10-23,2023-10-30,Completed
T4850,P002,SQ045,SH1239,Rigging,163,High,2023-10-19,2023-10-29,Completed
T4851,P002,SQ045,SH1239,Animation,99,High,2023-10-22,2023-10-24,Completed
T4852,P002,SQ045,SH1239,CFX,75,High,2023-10-20,2023-10-30,Completed
T4853,P002,SQ045,SH1239,FX,147,High,2023-10-23,2023-10-30,Completed
T4854,P002,SQ045,SH1239,Lighting,178,Medium,2023-10-20,2023-10-24,Completed
T4855,P002,SQ045,SH1239,Compositing,173,Medium,2023-10-20,2023-10-24,Completed
T4856,P002,SQ045,SH1240,Animation,8,Medium,2023-10-16,2023-11-22,Completed
T4857,P002,SQ045,SH1240,Lighting,10,Low,2023-10-25,2023-11-05,Completed
T4858,P002,SQ045,SH1240,Compositing,19,Low,2023-10-10,2023-12-05,Completed
T4859,P002,SQ045,SH1241,Animation,17,Low,2023-10-21,2023-10-27,Completed
T4860,P002,SQ045,SH1241,Lighting,5,Low,2023-10-28,2023-11-15,Completed
T4861,P002,SQ045,SH1241,Compositing,8,Low,2023-10-26,2023-10-30,Completed
T4862,P002,SQ045,SH1242,Animation,53,High,2023-10-18,2023-12-06,Completed
T4863,P002,SQ045,SH1242,CFX,55,Medium,2023-10-16,2023-12-16,Completed
T4864,P002,SQ045,SH1242,Lighting,52,Low,2023-10-23,2024-01-16,Completed
T4865,P002,SQ045,SH1242,Compositing,32,Low,2023-10-22,2023-10-29,Completed
T4866,P002,SQ045,SH1243,Modeling,156,High,2023-09-09,2023-09-18,Completed
T4867,P002,SQ045,SH1243,Rigging,181,Medium,2023-08-23,2023-08-30,Completed
T4868,P002,SQ045,SH1243,Animation,65,High,2023-08-28,2023-10-24,Completed
T4869,P002,SQ045,SH1243,CFX,186,Medium,2023-08-26,2023-09-09,Completed
T4870,P002,SQ045,SH1243,FX,170,High,2023-08-30,2023-10-15,Completed
T4871,P002,SQ045,SH1243,Lighting,127,High,2023-09-23,2023-10-19,Completed
T4872,P002,SQ045,SH1243,Compositing,124,High,2023-09-13,2023-10-10,Completed
T4873,P002,SQ045,SH1244,Animation,36,Medium,2023-11-19,2023-12-14,Completed
T4874,P002,SQ045,SH1244,Lighting,59,Medium,2023-10-19,2023-11-20,Completed
T4875,P002,SQ045,SH1244,Compositing,43,Low,2023-11-15,2023-12-13,Completed
T4876,P002,SQ045,SH1245,Animation,36,Medium,2023-11-05,2023-11-22,Completed
T4877,P002,SQ045,SH1245,CFX,59,Medium,2023-10-24,2023-11-24,Completed
T4878,P002,SQ045,SH1245,Lighting,27,High,2023-10-24,2023-11-10,Completed
T4879,P002,SQ045,SH1245,Compositing,52,Medium,2023-10-29,2023-11-11,Completed
T4880,P002,SQ045,SH1246,Lighting,6,Low,2023-10-19,2023-11-28,Completed
T4881,P002,SQ045,SH1246,Compositing,17,Low,2023-10-31,2023-11-04,Completed
T4882,P002,SQ045,SH1247,Lighting,9,Low,2023-11-08,2023-11-22,Completed
T4883,P002,SQ045,SH1247,Compositing,10,Low,2023-11-12,2023-11-20,Completed
T4884,P002,SQ045,SH1248,Lighting,9,Low,2023-09-10,2023-10-06,Completed
T4885,P002,SQ045,SH1248,Compositing,15,Low,2023-10-07,2023-12-03,Completed
T4886,P002,SQ045,SH1249,Modeling,124,High,2023-11-10,2023-11-17,Completed
T4887,P002,SQ045,SH1249,Rigging,168,High,2023-11-05,2023-12-19,Completed
T4888,P002,SQ045,SH1249,Animation,71,High,2023-11-15,2023-12-07,Completed
T4889,P002,SQ045,SH1249,CFX,169,High,2023-11-02,2023-11-29,Completed
T4890,P002,SQ045,SH1249,FX,194,High,2023-10-30,2023-11-19,Completed
T4891,P002,SQ045,SH1249,Lighting,115,Medium,2023-10-29,2023-11-12,Completed
T4892,P002,SQ045,SH1249,Compositing,107,Medium,2023-11-07,2023-12-03,Completed
T4893,P002,SQ045,SH1250,Animation,47,Low,2023-11-10,2023-12-11,Completed
T4894,P002,SQ045,SH1250,Lighting,28,Medium,2023-11-05,2023-12-15,Completed
